medcodeid,OriginalReadCode,Term
1.11044E+15,ALLERGY2716,Adverse reaction to Gyno-Daktarin
1.11055E+15,ALLERGY2726,Adverse reaction to Haelan-C
1.11058E+15,ALLERGY2729,Adverse reaction to Halcion
1.11063E+15,ALLERGY2732,Adverse reaction to Half Inderal La
1.11073E+15,ALLERGY2739,Adverse reaction to Heminevrin
1.11076E+15,ALLERGY2741,Adverse reaction to Heparin
1.11084E+15,ALLERGY2748,Adverse reaction to Hibiscrub
1.11088E+15,ALLERGY2751,Adverse reaction to Hibitane
1.11095E+15,ALLERGY2756,Adverse reaction to Hiprex
1.11096E+15,ALLERGY2757,Adverse reaction to Hirudoid
1.11097E+15,ALLERGY2758,Adverse reaction to Hismanal
1.11121E+15,ALLERGY2779NEMIS,Adverse reaction to Exemestane
1.11137E+15,ALLERGY2792,Adverse reaction to Hydrous
1.11142E+15,ALLERGY2797,Adverse reaction to Hyoscine
1.11155E+15,ALLERGY2812,Adverse reaction to Ichthopaste
1.11163E+15,ALLERGY2821,Adverse reaction to Ilosone
1.11168E+15,ALLERGY2826,Adverse reaction to Imodium
1.11169E+15,ALLERGY2827,Adverse reaction to Imperacin
1.11172E+15,ALLERGY283,Adverse reaction to Calamine
1.11174E+15,ALLERGY2831,Adverse reaction to Inadine
1.11175E+15,ALLERGY2832,Adverse reaction to Inderal
1.11176E+15,ALLERGY2833,Adverse reaction to Inderal La
1.11179E+15,ALLERGY2836,Adverse reaction to Indocid
1.11188E+15,ALLERGY2846,Adverse reaction to Innovace
1.11191E+15,ALLERGY2851,Adverse reaction to Intal
1.11194E+15,ALLERGY2855,Adverse reaction to Intralgin
1.11203E+15,ALLERGY2863,Adverse reaction to Ipral
1.11223E+15,ALLERGY288,Adverse reaction to Calcium Carbonate
1.11233E+15,ALLERGY2889,Adverse reaction to Jectofer
1.11256E+15,ALLERGY2908,Adverse reaction to Keflex
1.11265E+15,ALLERGY2917,Adverse reaction to Kenalog
1.11289E+15,ALLERGY2939,Adverse reaction to Lacri-Lube
1.11295E+15,ALLERGY2944,Adverse reaction to Lanolin
1.11306E+15,ALLERGY2953,Adverse reaction to Largactil
1.11318E+15,ALLERGY2964,Adverse reaction to Lederfen
1.1132E+15,ALLERGY2966,Adverse reaction to Ledermycin
1.11338E+15,ALLERGY2984,Adverse reaction to Librium
1.11356E+15,ALLERGY4000,Adverse reaction to Trinovum
1.11362E+15,ALLERGY4005,Adverse reaction to Triptafen
1.11364E+15,ALLERGY4007,Adverse reaction to Trisequens
1.11369E+15,ALLERGY4010NEMIS,Adverse reaction to Lactose
1.11371E+15,ALLERGY4012,Adverse reaction to Tryptizol
1.11378E+15,ALLERGY4021,Adverse reaction to Tyrozets
1.11387E+15,ALLERGY4028,Adverse reaction to Unguentum Merck
1.11389E+15,ALLERGY403,Adverse reaction to Chlorthalidone
1.11397E+15,ALLERGY4035,Adverse reaction to Uniphyllin Continus
1.11421E+15,ALLERGY4054,Adverse reaction to Valium
1.11422E+15,ALLERGY4055,Adverse reaction to Vallergan
1.11436E+15,ALLERGY4067,Adverse reaction to Velosef
1.11441E+15,ALLERGY407,Adverse reaction to Cholestyramine
1.11443E+15,ALLERGY4071,Adverse reaction to Ventolin
1.11445E+15,ALLERGY4073NEMIS,Adverse reaction to Wild Cherry
1.11447E+15,ALLERGY4075,Adverse reaction to Vermox
1.11452E+15,ALLERGY4079,Adverse reaction to Vibramycin
1.11454E+15,ALLERGY4080,Adverse reaction to Vibramycin-D
1.11462E+15,ALLERGY4087,Adverse reaction to Vioform-Hydrocortisone
1.11485E+15,ALLERGY4105,Adverse reaction to Volmax
1.11486E+15,ALLERGY4106,Adverse reaction to Voltarol
1.11488E+15,ALLERGY4109,Adverse reaction to Voltarol Retard
1.11494E+15,ALLERGY4115,Adverse reaction to Weak Iodine
1.11496E+15,ALLERGY4116,Adverse reaction to Welldorm
1.11504E+15,ALLERGY4122,Adverse reaction to Xylocaine
1.1151E+15,ALLERGY4127,Adverse reaction to Xyloproct
1.11515E+15,ALLERGY4132,Adverse reaction to Zantac
1.1153E+15,ALLERGY4149,Adverse reaction to Zinnat
1.11531E+15,ALLERGY415,Adverse reaction to Cimetidine
1.11532E+15,ALLERGY4150,Adverse reaction to Zoladex
1.11535E+15,ALLERGY4152,Adverse reaction to Zovirax
1.11536E+15,ALLERGY4153,Adverse reaction to Zyloric
1.11537E+15,ALLERGY4154NEMIS,Adverse reaction to Alendronic Acid
1.11538E+15,ALLERGY4157,Adverse reaction to Erythromycin
1.11541E+15,ALLERGY416,Adverse reaction to Cinchocaine Hydrochloride
1.11544E+15,ALLERGY4162,Adverse reaction to Bromocriptine
1.11545E+15,ALLERGY4163,Adverse reaction to Danazol
1.11546E+15,ALLERGY4164,Adverse reaction to Etidronate Disodium
1.11547E+15,ALLERGY4165,Adverse reaction to Theophylline
1.11551E+15,ALLERGY4170,Adverse reaction to Zinc
1.11556E+15,ALLERGY4174EGTON,Adverse reaction to Cytotec
1.11557E+15,ALLERGY4175EGTON,Adverse reaction to Misoprostol
1.11576E+15,ALLERGY419,Adverse reaction to Cinnarizine
1.11578E+15,ALLERGY4190EGTON,Adverse reaction to Diflucan
1.1158E+15,ALLERGY4191EGTON,Adverse reaction to Fluconazole
1.11581E+15,ALLERGY4192EGTON,Adverse reaction to Voltaren Retard
1.11583E+15,ALLERGY4194EGTON,Adverse reaction to Tetavax
1.11585E+15,ALLERGY4197NEMIS,Adverse reaction to Celecoxib
1.11588E+15,ALLERGY4201NEMIS,Adverse reaction to Celebrex
1.11593E+15,ALLERGY4207EGTON,Adverse reaction to Prozac
1.11595E+15,ALLERGY4208BRID,Adverse reaction to Fludrocortisone
1.11596E+15,ALLERGY4208EGTON,Adverse reaction to Fluoxetine Hydrochloride
1.11597E+15,ALLERGY421,Adverse reaction to Ciprofloxacin
1.11598E+15,ALLERGY4210EGTON,Adverse reaction to Estraderm Tts
1.11599E+15,ALLERGY4212EGTON,Adverse reaction to Estrapak 50
1.11604E+15,ALLERGY4215EGTON,Adverse reaction to Adalat Retard 10
1.11615E+15,ALLERGY4221EGTON,Adverse reaction to Corsodyl
1.11635E+15,ALLERGY4236EGTON,Adverse reaction to Fucithalmic
1.11637E+15,ALLERGY4237BRID,Adverse reaction to Bisoprolol Fumarate
1.11647E+15,ALLERGY4244EGTON,Adverse reaction to Metoprolol Fumarate
1.1165E+15,ALLERGY4247BRID,Adverse reaction to Equagesic
1.11652E+15,ALLERGY4249EGTON,Adverse reaction to M-M-R II
1.11654E+15,ALLERGY18737NEMIS,Adverse reaction to Duloxetine
1.11655E+15,ALLERGY18746NEMIS,Adverse reaction to Solifenacin
1.11666E+15,ALLERGY5125NEMIS,Adverse reaction to Esomeprazole
1.11678E+15,ALLERGY5162EMIS,Adverse reaction to Sulfate
1.1168E+15,ALLERGY5171EMIS,Adverse reaction to Copper
1.11681E+15,ALLERGY5172EMIS,Adverse reaction to Iron
1.11683E+15,ALLERGY5174EMIS,Adverse reaction to Iodide
1.1169E+15,ALLERGY521,Adverse reaction to D Pteronyssinus Allergen
1.11716E+15,ALLERGY1025NEMIS,Adverse reaction to Diclofenac Potassium
1.11747E+15,ALLERGY1043NEMIS,Adverse reaction to Telmisartan
1.11798E+15,ALLERGY10799NEMIS,Adverse reaction to Sibutramine Hydrochloride Monohydrate
1.11801E+15,ALLERGY10836NEMIS,Adverse reaction to Linezolid
1.11805E+15,ALLERGY10866NEMIS,Adverse reaction to Zoledronic Acid
1.11824E+15,ALLERGY1126,Adverse reaction to Neomycin Sulfate
1.11834E+15,ALLERGY11317NEMIS,Adverse reaction to Ibuprofen Lysine
1.11853E+15,ALLERGY11612NEMIS,Adverse reaction to Lanolin Alcohol
1.11857E+15,ALLERGY11652NEMIS,Adverse reaction to Sulfamethoxypyridazine
1.11862E+15,ALLERGY11688NEMIS,Adverse reaction to Levocetirizine
1.11865E+15,ALLERGY1170,Adverse reaction to Nortripyline
1.1193E+15,ALLERGY1267,Adverse reaction to Phenoxyethanol
1.11936E+15,ALLERGY1272,Adverse reaction to Phenylephrine
1.11941E+15,ALLERGY12734NEMIS,Adverse reaction to Bimatoprost
1.11948E+15,ALLERGY12805NEMIS,Adverse reaction to Etoricoxib
1.1197E+15,ALLERGY12956NEMIS,Adverse reaction to Ibandronic acid
1.11972E+15,ALLERGY1346,Adverse reaction to Potassium
1.1199E+15,ALLERGY13536NEMIS,Adverse reaction to Chlorhexidine gluconate solution
1.12014E+15,ALLERGY13728NEMIS,Adverse reaction to Tiotropium bromide monohydrate
1.12057E+15,ALLERGY1481,Adverse reaction to Simple Linctus
1.1206E+15,ALLERGY14812NEMIS,Adverse reaction to Cobalt II Gluconate
1.12065E+15,ALLERGY14829NEMIS,Adverse reaction to Tadalafil
1.12075E+15,ALLERGY14922NEMIS,Adverse reaction to Dutasteride
1.12078E+15,ALLERGY14NEMIS,Adverse reaction to pramipexole dihydrochloride
1.12087E+15,ALLERGY1567,Adverse reaction to Sulfabenzamide
1.121E+15,ALLERGY15759NEMIS,Adverse reaction to Olmesartan Medoxomil
1.12103E+15,ALLERGY1578NEMIS,Adverse reaction to Quinupristin Mesilate
1.12105E+15,ALLERGY1579NEMIS,Adverse reaction to Dalfopristin Mesilate
1.12119E+15,ALLERGY1599,Adverse reaction to Tartrazine
1.12137E+15,ALLERGY1619,Adverse reaction to Tetanus Toxoid
1.12141E+15,ALLERGY1622,Adverse reaction to Tetracycline
1.12147E+15,ALLERGY1625NEMIS,Adverse reaction to Nevirapine hemihydrate
1.12159E+15,ALLERGY16468NEMIS,Adverse reaction to Adalimumab
1.12161E+15,ALLERGY1649,Adverse reaction to Timothy And Cocksfoot Allergent
1.12175E+15,ALLERGY173,Adverse reaction to Atropine Eye Ointment
1.12179E+15,ALLERGY1736,Adverse reaction to Warfarin
1.12246E+15,ALLERGY20504NEMIS,Adverse reaction to Rasagiline
1.12247E+15,ALLERGY20509NEMIS,Adverse reaction to Niacin
1.12253E+15,ALLERGY20521NEMIS,Adverse reaction to Lavendula Angustifolia (Lavender)
1.12259E+15,ALLERGY20537NEMIS,Adverse reaction to Articaine Hydrochloride
1.12301E+15,ALLERGY209,Adverse reaction to Benzoic Acid
1.12314E+15,ALLERGY21404NEMIS,Adverse reaction to Chromium
1.12321E+15,ALLERGY21630NEMIS,Adverse reaction to Ivabradine
1.12329E+15,ALLERGY2188NEMIS,Adverse reaction to Animal wool
1.12342E+15,ALLERGY359,Adverse reaction to Cetyl Alcohol
1.12349E+15,ALLERGY383,Adverse reaction to Chlorine
1.12354E+15,ALLERGY386,Adverse reaction to Chlorocresol
1.12358E+15,ALLERGY3886NEMIS,Adverse reaction to Risedronate Sodium
1.12369E+15,ALLERGY3935NEMIS,Adverse reaction to Brinzolamide
1.12378E+15,ALLERGY426,Adverse reaction to Clavulanic Acid
1.12422E+15,ALLERGY4572NEMIS,Adverse reaction to Balsam Peru
1.12424E+15,ALLERGY4576NEMIS,Adverse reaction to Bupropion Hydrochloride
1.12459E+15,ALLERGY467NEMIS,Adverse reaction to Rofecoxib
1.12494E+15,ALLERGY4917BRIDL,Adverse reaction to Vitamin B
1.12498E+15,ALLERGY4934BRIDL,Adverse reaction to Sodium Metabisulfite
1.12531E+15,ALLERGY6144BRIDL,Adverse reaction to Metoclopromide Hydrochloride
1.12547E+15,ALLERGY5316NEMIS,Adverse reaction to Pioglitazone Hydrochloride
1.12549E+15,ALLERGY5323NEMIS,Adverse reaction to Trospium Chloride
1.1255E+15,ALLERGY5328NEMIS,Adverse reaction to Galantamine Hydrobromide
1.12559E+15,ALLERGY5384EMIS,Adverse reaction to Inhaler
1.12663E+15,ALLERGY775,Adverse reaction to Gentamycin
1.12712E+15,ALLERGY6260NEMIS,Adverse reaction to Desloratadine
1.12765E+15,ALLERGY6382BRIDL,Adverse reaction to Tetanus Formol Toxoid
1.12768E+15,ALLERGY6387BRIDL,Adverse reaction to Mefloquine (As Hydrochloride)
1.1277E+15,ALLERGY6391NEMIS,Adverse reaction to Capecitabine
1.12772E+15,ALLERGY6396BRIDL,Adverse reaction to Aqueous Cream
1.12787E+15,ALLERGY6438NEMIS,Adverse reaction to Doxazosin Mesilate
1.128E+15,ALLERGY6553BRIDL,Adverse reaction to Medroxyprogesterone
1.12885E+15,ALLERGY819,Adverse reaction to Histamine
1.12906E+15,ALLERGY8256BRIDL,Adverse reaction to Prilocaine
1.12954E+15,ALLERGY935,Adverse reaction to Lactose
1.12992E+15,ALLERGY953,Adverse reaction to Lidocaine
1.13054E+15,ALLERGY988,Adverse reaction to Magnesium
1.13134E+15,ALLERGY880,Adverse reaction to Iodine
1.13202E+15,ALLERGY1101,Adverse reaction to Multiple Allergens
1.13205E+15,U60B9,Bisoprolol adverse reaction
1.13207E+15,U60BA,Carvedilol adverse reaction
1.13209E+15,U60BB,Nebivolol adverse reaction
1.13214E+15,ALLERGY11098NEMIS,Adverse reaction to Glucosamine
1.13252E+15,ALLERGY12138NEMIS,Adverse reaction to Travoprost
1.13276E+15,ALLERGY1247,Adverse reaction to Peru Balsam
1.13285E+15,ALLERGY12508NEMIS,Adverse reaction to Miconazole Nitrate Cream
1.13291E+15,ALLERGY13034NEMIS,Adverse reaction to Pristinamycin
1.13302E+15,ALLERGY1308,Adverse reaction to Pivmecillinam
1.13305E+15,ALLERGY13086NEMIS,Adverse reaction to Escitalopram
1.13328E+15,ALLERGY13252NEMIS,Adverse reaction to Cilostazol
1.13378E+15,ALLERGY14271NEMIS,Adverse reaction to Memantine Hydrochloride
1.13412E+15,ALLERGY15021NEMIS,Adverse reaction to Vardenafil
1.13416E+15,ALLERGY15043NEMIS,Adverse reaction to Moxifloxacin
1.1342E+15,ALLERGY15070NEMIS,Adverse reaction to Rosuvastatin
1.13426E+15,ALLERGY1519,Adverse reaction to Sorbitol
1.13434E+15,ALLERGY15250NEMIS,Adverse reaction to Ezetimibe
1.13439E+15,ALLERGY15287NEMIS,Adverse reaction to Haloperidol Decanoate
1.13445E+15,ALLERGY1533,Adverse reaction to Starch
1.13453E+15,ALLERGY15391NEMIS,Adverse reaction to Valdecoxib
1.13464E+15,ALLERGY1553,Adverse reaction to Streptomycin
1.13476E+15,ALLERGY1667,Adverse reaction to Tramazoline Hydrochloride
1.13477E+15,ALLERGY1667NEMIS,Adverse reaction to Leflunomide
1.13498E+15,ALLERGY17005NEMIS,Adverse reaction to Amlodipine
1.13499E+15,ALLERGY1700NEMIS,Adverse reaction to Citalopram hydrochloride
1.13514E+15,ALLERGY18227NEMIS,Adverse reaction to Aripiprazole
1.1352E+15,ALLERGY18429NEMIS,Adverse reaction to Pregabalin
1.13522E+15,ALLERGY18453NEMIS,Adverse reaction to Atomoxetine
1.13529E+15,ALLERGY1902NEMIS,Adverse reaction to Infliximab
1.13535E+15,ALLERGY19049NEMIS,Adverse reaction to Eplerenone
1.13536E+15,ALLERGY19062NEMIS,Adverse reaction to Strontium Ranelate
1.13559E+15,ALLERGY20112NEMIS,Adverse reaction to Timolol
1.13646E+15,ALLERGY22718NEMIS,Adverse reaction to Rimonabant
1.13659E+15,ALLERGY260,Adverse reaction to Bronopol
1.13671E+15,ALLERGY2666NEMIS,Adverse reaction to Oxycodone Hydrochloride
1.13676E+15,ALLERGY2782NEMIS,Adverse reaction to Exemestane
1.13722E+15,ALLERGY404,Adverse reaction to Colecalciferol
1.13746E+15,ALLERGY4396EGTON,Adverse reaction to Sulfamethoxazole
1.13763E+15,ALLERGY4410BRECO,Adverse reaction to Ondansetron
1.13779E+15,ALLERGY4456EMIS,Adverse reaction to Cilastatin
1.13781E+15,ALLERGY446,Adverse reaction to Clopamide
1.13816E+15,ALLERGY4738NEMIS,Adverse reaction to Clotrimazole cream
1.13817E+15,ALLERGY4739NEMIS,Adverse reaction to Clotrimazole pessary
1.13822E+15,ALLERGY4752NEMIS,Adverse reaction to Etanercept
1.13824E+15,ALLERGY4763NEMIS,Adverse reaction to Rosiglitazone Maleate
1.13848E+15,ALLERGY5033EMIS,Adverse reaction to Tazobactam
1.13853E+15,ALLERGY507,Adverse reaction to Cyclizine Hydrochloride
1.13875E+15,ALLERGY542,Adverse reaction to Desogestrel
1.13958E+15,ALLERGY5614NEMIS,Adverse reaction to Levetiracetam
1.14037E+15,ALLERGY6217BRIDL,Adverse reaction to Contraceptive
1.14084E+15,ALLERGY6626BRIDL,Adverse reaction to Chemical Reagent
1.1412E+15,ALLERGY709,Adverse reaction to Ferrius Fumarate
1.14204E+15,ALLERGY8085BRIDL,Adverse reaction to Amoxicillin Trihydrate
1.14371E+15,ALLERGY22293NEMIS,Adverse reaction to Rotigotine
1.14392E+15,ALLERGY324,Adverse reaction to Carbomer
1.14393E+15,ALLERGY3255NEMIS,Adverse reaction to Oxcarbazepine
1.14395E+15,ALLERGY3294NEMIS,Adverse reaction to Eprosartan
1.14423E+15,ALLERGY4156NEMIS,Adverse reaction to Alendronic acid
1.14426E+15,ALLERGY4169,Adverse reaction to Calcium
1.14432E+15,ALLERGY4199NEMIS,Adverse reaction to Celecoxib
1.14435E+15,ALLERGY4214BRID,Adverse reaction to Emulsifying Oint
1.1444E+15,ALLERGY4230EGTON,Adverse reaction to Pseudoephedrine Sulfate
1.56662E+15,ALLERGY22847NEMIS,Adverse reaction to Clenil Modulite
1.56687E+15,ALLERGY22975NEMIS,Adverse reaction to Imuvac
1.56714E+15,ALLERGY23118NEMIS,Adverse reaction to Mepradec
1.56745E+15,ALLERGY23355NEMIS,Adverse reaction to Pioglitazone And Metformin
1.57847E+15,ALLERGY23540NEMIS,Adverse reaction to Varenicline
1.57848E+15,ALLERGY23544NEMIS,Adverse reaction to Champix
1.57849E+15,ALLERGY23547NEMIS,Adverse reaction to Champix Treatment Initiation Pack
1.57871E+15,ALLERGY23718NEMIS,Adverse reaction to Versatis
1.57901E+15,ALLERGY23850NEMIS,Adverse reaction to Amlodipine And Valsartan
1.57904E+15,ALLERGY23865NEMIS,Adverse reaction to Matrifen
1.57908E+15,ALLERGY23883NEMIS,Adverse reaction to Moviprep
1.57913E+15,ALLERGY23931NEMIS,Adverse reaction to Larapam Sr (Tramadol)
1.57915E+15,ALLERGY23494NEMIS,Adverse reaction to Darifenacin
1.57917E+15,ALLERGY23542NEMIS,Adverse reaction to Varenicline Tartrate
1.57919E+15,ALLERGY23823NEMIS,Adverse reaction to Cherry Plum
1.60232E+15,ALLERGY25227NEMIS,Adverse reaction to Sitagliptin
1.60234E+15,ALLERGY25236NEMIS,Adverse reaction to Quetiapine
1.60244E+15,ALLERGY25268NEMIS,Adverse reaction to Terbinafine
1.60265E+15,ALLERGY25423NEMIS,Adverse reaction to Chlorpromazine
1.60266E+15,ALLERGY25435NEMIS,Adverse reaction to Exenatide
1.60267E+15,ALLERGY25439NEMIS,Adverse reaction to Byetta
1.60277E+15,ALLERGY25485NEMIS,Adverse reaction to Perindopril
1.60308E+15,ALLERGY25581NEMIS,Adverse reaction to Beconase Hayfever
1.60426E+15,ALLERGY25229NEMIS,Adverse reaction to Sitagliptin
1.60431E+15,ALLERGY25270NEMIS,Adverse reaction to Terbinafine
1.60434E+15,ALLERGY25426NEMIS,Adverse reaction to Chlorpromazine
1.60435E+15,ALLERGY25437NEMIS,Adverse reaction to Exenatide
1.60436E+15,ALLERGY25487NEMIS,Adverse reaction to Perindopril
1.62987E+15,ALLERGY26383NEMIS,Adverse reaction to Rasilez
1.63062E+15,ALLERGY27049NEMIS,Adverse reaction to Spiriva Respimat
1.63069E+15,ALLERGY27107NEMIS,Adverse reaction to Cervarix
1.6307E+15,ALLERGY27109NEMIS,Adverse reaction to Olmesartan
1.63082E+15,ALLERGY26381NEMIS,Adverse reaction to Aliskiren
1.631E+15,ALLERGY27034NEMIS,Adverse reaction to Vildagliptin
1.63992E+15,ALLERGY27607NEMIS,Adverse reaction to Multi-Action Actifed
1.6402E+15,ALLERGY27761NEMIS,Adverse reaction to Rivastigmine
1.64087E+15,ALLERGY28491NEMIS,Adverse reaction to Mezolar Matrix
1.64118E+15,ALLERGY27763NEMIS,Adverse reaction to Rivastigmine
1.65416E+15,ALLERGY28855NEMIS,Adverse reaction to Fostair
1.65429E+15,ALLERGY28926NEMIS,Adverse reaction to Adcal-D3 Dissolve
1.65431E+15,ALLERGY28862NEMIS,Adverse reaction to Citrus-flavonoids
1.65692E+15,ALLERGY29053NEMIS,Adverse reaction to Aspro Clear
1.65888E+15,U609A,Fluoxetine adverse reaction
1.66028E+15,U601y-J,[X]Nitrofurantoin adverse reaction
1.66029E+15,U609B,Sertraline adverse reaction
1.66327E+15,ALLERGY29335NEMIS,Adverse reaction to Perindopril Arginine
1.66337E+15,ALLERGY29337NEMIS,Adverse reaction to Perindopril Arginine
1.66459E+15,ALLERGY29441NEMIS,Adverse reaction to Pollenshield Hayfever Relief
1.6646E+15,ALLERGY29443NEMIS,Adverse reaction to Pollenshield Hayfever
1.66474E+15,ALLERGY29860NEMIS,Adverse reaction to Dabigatran Etexilate
1.66478E+15,ALLERGY29885NEMIS,Adverse reaction to Laxido Orange
1.66479E+15,ALLERGY29887NEMIS,Adverse reaction to Doxazosin
1.66494E+15,ALLERGY29862NEMIS,Adverse reaction to Dabigatran Etexilate
1.6703E+15,ALLERGY29971NEMIS,Adverse reaction to Hydroxychloroquine
1.67046E+15,ALLERGY29957NEMIS,Adverse reaction to Nilotinib
1.6723E+15,EMISNQAL5,Allergies and adverse reactions
1.67369E+15,ALLERGY30091NEMIS,Adverse reaction to Fesoterodine Fumarate
1.67387E+15,ALLERGY30089NEMIS,Adverse reaction to Fesoterodine Fumarate
1.67388E+15,ALLERGY30093NEMIS,Adverse reaction to Toviaz
1.6746E+15,ALLERGY30562NEMIS,Adverse reaction to M-M-R Vaxpro
1.67462E+15,ALLERGY30568NEMIS,Adverse reaction to Ferinject
1.67473E+15,ALLERGY30618NEMIS,Adverse reaction to Gastrografin
1.68258E+15,U6016,Sulphasalazine adverse reaction
1.68674E+15,ALLERGY31041NEMIS,Adverse reaction to Vantage Co-Codamol
1.69485E+15,ALLERGY31772NEMIS,Adverse reaction to Rivaroxaban
1.69499E+15,ALLERGY31770NEMIS,Adverse reaction to Rivaroxaban
1.69514E+15,ALLERGY31836NEMIS,Adverse reaction to Ibuprofen Lysine
1.69695E+15,ALLERGY33491NEMIS,Adverse reaction to Laxido Natural
1.69701E+15,ALLERGY33508NEMIS,Adverse reaction to Nicorette Invisi
1.69793E+15,ALLERGY34373NEMIS,Adverse reaction to Fluticasone Furoate
1.69794E+15,ALLERGY34432NEMIS,Adverse reaction to Alendronate
1.69827E+15,ALLERGY34746NEMIS,Adverse reaction to Ranolazine
1.69828E+15,ALLERGY34371NEMIS,Adverse reaction to Fluticasone Furoate
1.69829E+15,ALLERGY34374NEMIS,Adverse reaction to Avamys
1.69837E+15,ALLERGY34430NEMIS,Adverse reaction to Alendronate
1.69842E+15,ALLERGY34443NEMIS,Adverse reaction to Targinact
1.69896E+15,ALLERGY34744NEMIS,Adverse reaction to Ranolazine
1.70785E+15,ALLERGY35728NEMIS,Adverse reaction to Piperacillin And Tazobactam
1.7079E+15,ALLERGY35753NEMIS,Adverse reaction to Sudafed Non-Drowsy 12 Hour Relief
1.70844E+15,ALLERGY36259NEMIS,Adverse reaction to Zerocream
1.70858E+15,ALLERGY36489NEMIS,Adverse reaction to Azarga
1.70995E+15,ALLERGY37217NEMIS,Adverse reaction to Liraglutide
1.71114E+15,ALLERGY37215NEMIS,Adverse reaction to Liraglutide
1.71115E+15,ALLERGY37218NEMIS,Adverse reaction to Victoza
1.71167E+15,ALLERGY37468NEMIS,Adverse reaction to Doxycycline Monohydrate
1.71171E+15,ALLERGY37537NEMIS,Adverse reaction to White Lupin
1.71221E+15,ALLERGY37466NEMIS,Adverse reaction to Doxycycline Monohydrate
1.71224E+15,ALLERGY37476NEMIS,Adverse reaction to Co-Careldopa
1.71349E+15,ALLERGY38470NEMIS,Adverse reaction to Clopidogrel
1.72488E+15,ALLERGY39313NEMIS,Adverse reaction to Saxagliptin
1.72675E+15,ALLERGY39565NEMIS,Adverse reaction to Coffee
1.72731E+15,ALLERGY39953NEMIS,Adverse reaction to Benzathine Benzylpenicillin
1.72739E+15,ALLERGY39568NEMIS,Adverse reaction to Co-Codamol 12.8/500
1.72894E+15,ALLERGY40652NEMIS,Adverse reaction to Febuxostat
1.72911E+15,ALLERGY40649NEMIS,Adverse reaction to Febuxostat
1.72921E+15,ALLERGY40464NEMIS,Adverse reaction to Levest 150/30
1.74359E+15,ALLERGY41109NEMIS,Adverse reaction to Diphtheria/Tetanus/Pertussis(acell)/Polio(inac)/Hib(conj)
1.74409E+15,ALLERGY42093NEMIS,Adverse reaction to Prucalopride
1.74426E+15,ALLERGY41315NEMIS,Adverse reaction to Augmentin Es-600
1.74517E+15,ALLERGY42823NEMIS,Adverse reaction to Dutasteride And Tamsulosin
1.74526E+15,ALLERGY42892NEMIS,Adverse reaction to Adapalene And Benzoyl Peroxide
1.74528E+15,ALLERGY42894NEMIS,Adverse reaction to Epiduo
1.74697E+15,ALLERGY44820NEMIS,Adverse reaction to Gedarel 20/150
1.74712E+15,ALLERGY44863NEMIS,Adverse reaction to Rigevidon
1.74719E+15,ALLERGY43672NEMIS,Adverse reaction to Denosumab
1.74738E+15,ALLERGY44684NEMIS,Adverse reaction to Ondansetron
1.74739E+15,ALLERGY43650NEMIS,Adverse reaction to Co-Amilofruse
1.74748E+15,ALLERGY44817NEMIS,Adverse reaction to Gedarel 30/150
1.75087E+15,ALLERGY2374,Adverse reaction to Dihydrocodeine Tablets
1.7512E+15,ALLERGY1868,Adverse reaction to Amitriptyline
1.75676E+15,ALLERGY46639NEMIS,Adverse reaction to Nexplanon
1.75682E+15,ALLERGY46574NEMIS,Adverse reaction to Monofer
1.758E+15,ALLERGY47222NEMIS,Adverse reaction to Bee Venom
1.75827E+15,ALLERGY47228NEMIS,Adverse reaction to Pollinex Grasses & Rye
1.7587E+15,ALLERGY47307NEMIS,Adverse reaction to Transpore
1.75903E+15,ALLERGY47518NEMIS,Adverse reaction to Ticagrelor
1.7591E+15,ALLERGY47516NEMIS,Adverse reaction to Ticagrelor
1.76278E+15,ALLERGY47628NEMIS,Adverse reaction to Wheat Starch
1.77123E+15,ALLERGY48303NEMIS,Adverse reaction to Avocado
1.77127E+15,ALLERGY48256NEMIS,Adverse reaction to Octasa Mr
1.77188E+15,ALLERGY48368NEMIS,Adverse reaction to Tapentadol
1.77199E+15,ALLERGY48366NEMIS,Adverse reaction to Tapentadol
1.77201E+15,ALLERGY48422NEMIS,Adverse reaction to Pirinase Hayfever
1.77409E+15,ALLERGY48858NEMIS,Adverse reaction to Zeroaqs
1.77428E+15,ALLERGY49473NEMIS,Adverse reaction to Tensoplast
1.77998E+15,ALLERGY51115NEMIS,Adverse reaction to Paracetamol And Ibuprofen
1.78021E+15,ALLERGY51136NEMIS,Adverse reaction to Bydureon
1.78133E+15,ALLERGY51807NEMIS,Adverse reaction to Apixaban
1.78137E+15,ALLERGY51798NEMIS,Adverse reaction to Linagliptin
1.7814E+15,ALLERGY51801NEMIS,Adverse reaction to Accrete D3
1.78141E+15,ALLERGY51746NEMIS,Adverse reaction to Fencino
1.78169E+15,ALLERGY51796NEMIS,Adverse reaction to Linagliptin
1.78178E+15,ALLERGY51805NEMIS,Adverse reaction to Apixaban
1.78766E+15,ALLERGY51962NEMIS,Adverse reaction to Yeast
1.80391E+15,ALLERGY52409NEMIS,Adverse reaction to Fluenz
1.80477E+15,ALLERGY52749NEMIS,Adverse reaction to Ketamine
1.80485E+15,ALLERGY52659NEMIS,Adverse reaction to Fultium-D3
1.81782E+15,ALLERGY71548NEMIS,Adverse reaction to Zeroderm
1.82525E+15,ALLERGY74257NEMIS,Adverse reaction to Longtec
